scorer,Daniel,Daniel,Daniel,Daniel,Daniel,Daniel,Daniel,Daniel,Daniel,Daniel,Daniel,Daniel,Daniel,Daniel,Daniel,Daniel,Daniel,Daniel,Daniel,Daniel,Daniel,Daniel,Daniel,Daniel,Daniel,Daniel,Daniel,Daniel,Daniel,Daniel,Daniel,Daniel,Daniel,Daniel,Daniel,Daniel,Daniel,Daniel,Daniel,Daniel,Daniel,Daniel,Daniel,Daniel,Daniel,Daniel,Daniel,Daniel,Daniel,Daniel,Daniel,Daniel,Daniel,Daniel,Daniel,Daniel,Daniel,Daniel,Daniel,Daniel,Daniel,Daniel,Daniel,Daniel
labeled-data/montblanccropped/img0792c1.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data/montblanccropped/img0792c2.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data/montblanccropped/img0792c3.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data/montblanccropped/img0792c4.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data/montblanccropped/img0792c5.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data/montblanccropped/img0792c6.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data/montblanccropped/img0792c7.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data/montblanccropped/img0792c8.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data/montblanccropped/img0792c9.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data/montblanccropped/img0847c0.png,,,,,,,,,66.53999999999996,182.0,131.33000000000004,234.12,101.83000000000004,213.15999999999997,51.370000000000005,218.67999999999995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data/montblanccropped/img0847c1.png,,,,,,,,,68.53999999999996,397.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data/montblanccropped/img0847c2.png,,,,,,,,,,,,,,,,,,,,,,,,,236.1099999999999,174.69000000000005,306.01,261.4,236.76999999999998,220.85000000000002,273.70000000000005,203.03999999999996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data/montblanccropped/img0847c3.png,,,,,,,,,,,,,,,,,,,,,,,,,,,315.01,54.39999999999998,245.76999999999998,13.850000000000023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data/montblanccropped/img0847c4.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.6800000000000637,225.39999999999998,15.720000000000027,241.25,8.089999999999918,235.32,,,,,,,,,,,,,,,,,,
labeled-data/montblanccropped/img0847c5.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data/montblanccropped/img0847c6.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data/montblanccropped/img0847c7.png,,,,,,,,,,,30.33000000000004,82.12,0.8300000000000409,61.15999999999997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data/montblanccropped/img0847c8.png,,,,,,,,,,,,,,,,,,,,,,,,,223.1099999999999,44.690000000000055,293.01,131.39999999999998,223.76999999999998,90.85000000000002,260.70000000000005,73.03999999999996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data/montblanccropped/img0847c9.png,,,,,,,,,91.53999999999996,302.0,156.33000000000004,354.12,126.83000000000004,333.15999999999997,76.37,338.67999999999995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data/montblanccropped/img0900c0.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.619999999999891,344.83,21.09999999999991,358.31,11.589999999999918,354.19,14.0,348.38,,,,,,,,,,,,,,,,
labeled-data/montblanccropped/img0900c1.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.61999999999989,292.83,104.09999999999991,306.31,94.58999999999992,302.19,97.0,296.38,,,,,,,,,,,,,,,,
labeled-data/montblanccropped/img0900c2.png,,,,,,,,,,,,,,,,,,,,,,,,,65.0,350.97,,,,,84.90000000000009,383.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data/montblanccropped/img0900c3.png,,,,,,,,,,,,,,,,,,,,,,,,,132.0,382.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data/montblanccropped/img0900c4.png,,,,,,,,,,,,,,,,,,,,,,,,,,,276.96000000000004,42.629999999999995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data/montblanccropped/img0900c5.png,,,,,,,,,,,,,,,,,,,,,,,,,,,12.960000000000036,138.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data/montblanccropped/img0900c6.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data/montblanccropped/img0900c7.png,,,,,,,,,,,,,,,,,,,,,,,,,235.0,221.97000000000003,290.96000000000004,319.63,213.21000000000004,271.54999999999995,254.9000000000001,254.64999999999998,,,,,,,,,63.61999999999989,47.829999999999984,77.09999999999991,61.31,67.58999999999992,57.19,70.0,51.379999999999995,,,,,,,,,,,,,,,,
labeled-data/montblanccropped/img0900c8.png,,,,,,,,,43.40999999999997,59.860000000000014,132.46000000000004,137.33000000000004,87.23000000000002,112.45000000000005,37.450000000000045,108.94000000000005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data/montblanccropped/img0900c9.png,,,,,,,,,,,,,,,,,,,,,,,,,192.0,99.97000000000003,247.96000000000004,197.63,170.21000000000004,149.54999999999995,211.9000000000001,132.64999999999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data/montblanccropped/img1019c0.png,,,,,,,,,83.66999999999996,225.04999999999995,168.52999999999997,312.69000000000005,120.73000000000002,274.24,77.77999999999997,272.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data/montblanccropped/img1019c1.png,,,,,,,,,,,,,,,,,,,,,,,,,363.8499999999999,173.19000000000005,,,360.4200000000001,222.13,397.72,200.90999999999997,,,,,,,,,,,207.26999999999998,1.6100000000000136,,,,,,,,,,,,,,,,,,,,
labeled-data/montblanccropped/img1019c2.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,381.5899999999999,350.21000000000004,394.27,365.61,382.5,362.24,389.8699999999999,359.14,,,,,,,,,,,,,,,,
labeled-data/montblanccropped/img1019c3.png,,,,,,,,,,,0.5299999999999727,292.69000000000005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,252.58999999999992,23.210000000000036,265.27,38.610000000000014,253.5,35.24000000000001,260.8699999999999,32.139999999999986,,,,,,,,,,,,,,,,
labeled-data/montblanccropped/img1019c4.png,,,,,,,,,231.66999999999996,292.04999999999995,316.53,379.69000000000005,268.73,341.24,225.77999999999997,339.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data/montblanccropped/img1019c5.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104.58999999999992,338.21000000000004,117.26999999999998,353.61,105.5,350.24,112.86999999999989,347.14,,,,,,,,,,,,,,,,
labeled-data/montblanccropped/img1019c6.png,244.73000000000002,372.17,272.3699999999999,383.89,269.5,351.6,228.79999999999995,386.54999999999995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data/montblanccropped/img1019c7.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data/montblanccropped/img1019c8.png,,,,,,,,,,,,,,,,,,,,,,,,,308.8499999999999,212.19000000000005,378.6600000000001,305.61,305.4200000000001,261.13,342.72,239.90999999999997,,,,,,,,,139.58999999999992,25.210000000000036,152.26999999999998,40.610000000000014,140.5,37.24000000000001,147.8699999999999,34.139999999999986,,,,,,,,,,,,,,,,
labeled-data/montblanccropped/img1019c9.png,,,,,258.5,396.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data/montblanccropped/img1049c0.png,,,,,,,,,395.39,208.64,,,,,389.92999999999995,252.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data/montblanccropped/img1049c1.png,,,,,,,,,273.39,80.63999999999999,360.1500000000001,168.03999999999996,316.77,130.45000000000005,267.92999999999995,124.99000000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data/montblanccropped/img1049c2.png,,,,,,,,,,,,,,,,,,,,,,,,,43.0,371.70000000000005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data/montblanccropped/img1049c3.png,,,,,,,,,347.39,189.64,,,390.77,239.45000000000005,341.92999999999995,233.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data/montblanccropped/img1049c4.png,,,,,,,,,150.39,398.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data/montblanccropped/img1049c5.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data/montblanccropped/img1049c6.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data/montblanccropped/img1049c7.png,,,,,,,,,377.39,392.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data/montblanccropped/img1049c8.png,212.68000000000006,298.63,227.57999999999993,315.80999999999995,214.96000000000004,304.07000000000005,207.25,296.71000000000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,192.52999999999997,311.6,205.1500000000001,322.82000000000005,196.3800000000001,322.29999999999995,200.76999999999998,317.03999999999996,,,,,,,,,,,,,,,,
labeled-data/montblanccropped/img1049c9.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data/montblanccropped/img1097c0.png,11.349999999999909,321.37,28.63000000000011,330.44000000000005,15.63000000000011,330.78,18.019999999999982,324.78999999999996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.98000000000002,319.49,68.16000000000008,337.62,54.6400000000001,329.58000000000004,62.17000000000007,326.15999999999997,,,,,,,,,,,,,,,,
labeled-data/montblanccropped/img1097c1.png,,,,,,,,,234.66999999999996,270.34000000000003,287.66999999999996,328.22,268.78999999999996,309.33000000000004,213.64,311.15999999999997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data/montblanccropped/img1097c2.png,,,,,,,,,345.66999999999996,130.34000000000003,398.66999999999996,188.22000000000003,379.78999999999996,169.33000000000004,324.64,171.15999999999997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data/montblanccropped/img1097c3.png,95.34999999999991,276.37,112.63000000000011,285.44000000000005,99.63000000000011,285.78,102.01999999999998,279.78999999999996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,138.98000000000002,274.49,152.16000000000008,292.62,138.6400000000001,284.58000000000004,146.17000000000007,281.15999999999997,,,,,,,,,,,,,,,,
labeled-data/montblanccropped/img1097c4.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data/montblanccropped/img1097c5.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data/montblanccropped/img1097c6.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data/montblanccropped/img1097c7.png,227.3499999999999,38.370000000000005,244.6300000000001,47.440000000000055,231.6300000000001,47.77999999999997,234.01999999999998,41.789999999999964,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,270.98,36.49000000000001,284.1600000000001,54.620000000000005,270.6400000000001,46.58000000000004,278.1700000000001,43.15999999999997,,,,,,,,,,,,,,,,
labeled-data/montblanccropped/img1097c8.png,237.3499999999999,58.370000000000005,254.6300000000001,67.44000000000005,241.6300000000001,67.77999999999997,244.01999999999998,61.789999999999964,,,8.669999999999959,307.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,280.98,56.49000000000001,294.1600000000001,74.62,280.6400000000001,66.58000000000004,288.1700000000001,63.15999999999997,,,,,,,,,,,,,,,,
labeled-data/montblanccropped/img1097c9.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data/montblanccropped/img1164c0.png,,,,,,,,,,,,,,,,,,,,,,,,,159.75,351.17999999999995,,,,,198.44000000000005,383.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data/montblanccropped/img1164c1.png,,,,,,,,,,,,,,,,,,,,,,,,,288.75,363.17999999999995,,,,,327.44000000000005,395.78,,,,,,,,,88.22000000000003,169.14999999999998,88.70000000000005,180.90999999999997,84.34999999999991,178.01,90.30999999999995,176.55999999999995,,,,,,,,,,,,,,,,
labeled-data/montblanccropped/img1164c2.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.440000000000055,369.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data/montblanccropped/img1164c3.png,,,,,,,,,,,,,,,,,,,,,,,,,,,39.50999999999999,399.40999999999997,,,8.440000000000055,338.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data/montblanccropped/img1164c4.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data/montblanccropped/img1164c5.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data/montblanccropped/img1164c6.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data/montblanccropped/img1164c7.png,,,,,,,,,,,,,,,,,,,,,,,,,399.75,207.17999999999995,,,394.56999999999994,258.97,,,,,,,,,,,199.22000000000003,13.149999999999977,199.70000000000005,24.909999999999968,195.3499999999999,22.00999999999999,201.30999999999995,20.559999999999945,,,,,,,,,,,,,,,,
labeled-data/montblanccropped/img1164c8.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,344.22,397.15,,,,,,,,,,,,,,,,,,,,,,
labeled-data/montblanccropped/img1164c9.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
